,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,INDICATOR,Frequency,Reference Area,Indicator
462,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1988-07,1988-07-01,84.6814507772021,84.6814507772021,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
463,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1988-08,1988-08-01,84.9761658031088,84.9761658031088,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
464,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1988-09,1988-09-01,85.5655958549223,85.5655958549223,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
465,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1988-10,1988-10-01,86.0567875647668,86.0567875647668,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
466,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1988-11,1988-11-01,85.6638341968912,85.6638341968912,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
467,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1988-12,1988-12-01,85.4673575129534,85.4673575129534,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
468,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-01,1989-01-01,85.2708808290156,85.2708808290156,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
469,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-02,1989-02-01,84.9761658031088,84.9761658031088,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
470,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-03,1989-03-01,85.4673575129534,85.4673575129534,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
471,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-04,1989-04-01,86.9409326424871,86.9409326424871,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
472,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-05,1989-05-01,87.4321243523316,87.4321243523316,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
473,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-06,1989-06-01,87.3338860103627,87.3338860103627,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
474,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-07,1989-07-01,87.2356476683938,87.2356476683938,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
475,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-08,1989-08-01,87.1374093264249,87.1374093264249,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
476,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-09,1989-09-01,87.8250777202073,87.8250777202073,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
477,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-10,1989-10-01,88.5127461139896,88.5127461139896,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
478,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-11,1989-11-01,87.6286010362694,87.6286010362694,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
479,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1989-12,1989-12-01,87.7268393782383,87.7268393782383,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
480,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-01,1990-01-01,88.119792746114,88.119792746114,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
481,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-02,1990-02-01,88.2180310880829,88.2180310880829,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
482,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-03,1990-03-01,88.5127461139896,88.5127461139896,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
483,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-04,1990-04-01,89.2986528497409,89.2986528497409,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
484,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-05,1990-05-01,89.6916062176166,89.6916062176166,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
485,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-06,1990-06-01,89.3968911917099,89.3968911917099,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
486,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-07,1990-07-01,89.200414507772,89.200414507772,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
487,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-08,1990-08-01,89.5933678756477,89.5933678756477,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
488,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-09,1990-09-01,90.28103626943,90.28103626943,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
489,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-10,1990-10-01,91.2634196891192,91.2634196891192,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
490,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-11,1990-11-01,91.0669430051813,91.0669430051813,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
491,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1990-12,1990-12-01,90.9687046632124,90.9687046632124,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
492,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-01,1991-01-01,91.5581347150259,91.5581347150259,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
493,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-02,1991-02-01,91.3616580310881,91.3616580310881,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
494,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-03,1991-03-01,91.7546113989637,91.7546113989637,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
495,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-04,1991-04-01,92.3440414507772,92.3440414507772,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
496,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-05,1991-05-01,92.7369948186528,92.7369948186528,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
497,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-06,1991-06-01,92.4422797927461,92.4422797927461,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
498,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-07,1991-07-01,92.3440414507772,92.3440414507772,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
499,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-08,1991-08-01,92.540518134715,92.540518134715,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
500,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-09,1991-09-01,92.6387564766839,92.6387564766839,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
501,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-10,1991-10-01,93.6211398963731,93.6211398963731,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
502,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-11,1991-11-01,93.8176165803109,93.8176165803109,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
503,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1991-12,1991-12-01,93.4246632124352,93.4246632124352,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
504,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-01,1992-01-01,93.2281865284974,93.2281865284974,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
505,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-02,1992-02-01,93.1299481865285,93.1299481865285,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
506,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-03,1992-03-01,93.6211398963731,93.6211398963731,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
507,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-04,1992-04-01,94.6035233160622,94.6035233160622,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
508,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-05,1992-05-01,94.7017616580311,94.7017616580311,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
509,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-06,1992-06-01,94.6035233160622,94.6035233160622,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
510,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-07,1992-07-01,93.8176165803109,93.8176165803109,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
511,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-08,1992-08-01,94.1123316062176,94.1123316062176,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
512,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-09,1992-09-01,94.6035233160622,94.6035233160622,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
513,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-10,1992-10-01,94.7017616580311,94.7017616580311,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
514,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-11,1992-11-01,94.5052849740933,94.5052849740933,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
515,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1992-12,1992-12-01,94.5052849740933,94.5052849740933,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
516,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-01,1993-01-01,94.4070466321244,94.4070466321244,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
517,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-02,1993-02-01,94.5052849740933,94.5052849740933,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
518,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-03,1993-03-01,94.7017616580311,94.7017616580311,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
519,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-04,1993-04-01,95.3894300518135,95.3894300518135,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
520,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-05,1993-05-01,95.4876683937824,95.4876683937824,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
521,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-06,1993-06-01,95.3894300518135,95.3894300518135,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
522,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-07,1993-07-01,95.6841450777202,95.6841450777202,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
523,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-08,1993-08-01,95.880621761658,95.880621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
524,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-09,1993-09-01,95.978860103627,95.978860103627,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
525,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-10,1993-10-01,95.880621761658,95.880621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
526,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-11,1993-11-01,95.3894300518135,95.3894300518135,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
527,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1993-12,1993-12-01,95.4876683937824,95.4876683937824,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
528,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-01,1994-01-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
529,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-02,1994-02-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
530,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-03,1994-03-01,95.978860103627,95.978860103627,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
531,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-04,1994-04-01,96.1753367875648,96.1753367875648,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
532,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-05,1994-05-01,96.2735751295337,96.2735751295337,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
533,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-06,1994-06-01,95.880621761658,95.880621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
534,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-07,1994-07-01,95.4876683937824,95.4876683937824,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
535,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-08,1994-08-01,95.880621761658,95.880621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
536,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-09,1994-09-01,96.1753367875648,96.1753367875648,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
537,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-10,1994-10-01,96.6665284974093,96.6665284974093,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
538,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-11,1994-11-01,96.3718134715026,96.3718134715026,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
539,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1994-12,1994-12-01,96.0770984455959,96.0770984455959,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
540,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-01,1995-01-01,96.0770984455959,96.0770984455959,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
541,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-02,1995-02-01,95.7823834196891,95.7823834196891,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
542,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-03,1995-03-01,95.6841450777202,95.6841450777202,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
543,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-04,1995-04-01,95.978860103627,95.978860103627,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
544,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-05,1995-05-01,96.1753367875648,96.1753367875648,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
545,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-06,1995-06-01,96.0770984455959,96.0770984455959,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
546,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-07,1995-07-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
547,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-08,1995-08-01,95.6841450777202,95.6841450777202,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
548,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-09,1995-09-01,96.2735751295337,96.2735751295337,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
549,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-10,1995-10-01,95.978860103627,95.978860103627,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
550,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-11,1995-11-01,95.6841450777202,95.6841450777202,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
551,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1995-12,1995-12-01,95.6841450777202,95.6841450777202,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
552,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-01,1996-01-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
553,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-02,1996-02-01,95.3894300518135,95.3894300518135,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
554,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-03,1996-03-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
555,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-04,1996-04-01,96.1753367875648,96.1753367875648,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
556,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-05,1996-05-01,96.3718134715026,96.3718134715026,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
557,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-06,1996-06-01,96.0770984455959,96.0770984455959,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
558,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-07,1996-07-01,95.978860103627,95.978860103627,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
559,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-08,1996-08-01,95.880621761658,95.880621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
560,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-09,1996-09-01,96.2735751295337,96.2735751295337,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
561,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-10,1996-10-01,96.4700518134715,96.4700518134715,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
562,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-11,1996-11-01,96.1753367875648,96.1753367875648,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
563,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1996-12,1996-12-01,96.2735751295337,96.2735751295337,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
564,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1997-01,1997-01-01,96.1753367875648,96.1753367875648,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
565,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1997-02,1997-02-01,95.978860103627,95.978860103627,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
566,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1997-03,1997-03-01,96.0770984455959,96.0770984455959,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
567,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1997-04,1997-04-01,98.0418652849741,98.0418652849741,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
568,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1997-05,1997-05-01,98.2383419689119,98.2383419689119,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
569,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1997-06,1997-06-01,98.2383419689119,98.2383419689119,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
570,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1997-07,1997-07-01,97.8453886010363,97.8453886010363,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
571,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1997-08,1997-08-01,97.9436269430052,97.9436269430052,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
